ImageName,Loss
opencv_frame_0 - Kopie.png,0.062198370695114136
opencv_frame_0.png,0.062198370695114136
opencv_frame_1 - Kopie.png,0.05230273678898811
opencv_frame_1.png,0.05230273678898811
opencv_frame_10 - Kopie.png,0.05144265294075012
opencv_frame_10.png,0.05144265294075012
opencv_frame_100 - Kopie (2).png,0.06683983653783798
opencv_frame_100 - Kopie - Kopie.png,0.06683983653783798
opencv_frame_100 - Kopie.png,0.06683983653783798
opencv_frame_100.png,0.06683983653783798
opencv_frame_101.png,0.06335972994565964
opencv_frame_102.png,0.05991823598742485
opencv_frame_103.png,0.05567445233464241
opencv_frame_104 - Kopie (2).png,0.07244808971881866
opencv_frame_104 - Kopie - Kopie.png,0.07244808971881866
opencv_frame_104 - Kopie.png,0.07244808971881866
opencv_frame_104.png,0.07244808971881866
opencv_frame_105 - Kopie (2).png,0.07655951380729675
opencv_frame_105 - Kopie - Kopie.png,0.07655951380729675
opencv_frame_105 - Kopie.png,0.07655951380729675
opencv_frame_105.png,0.07655951380729675
opencv_frame_106 - Kopie (2).png,0.0770471915602684
opencv_frame_106 - Kopie - Kopie.png,0.0770471915602684
opencv_frame_106 - Kopie.png,0.0770471915602684
opencv_frame_106.png,0.0770471915602684
opencv_frame_107 - Kopie (2).png,0.08038676530122757
opencv_frame_107 - Kopie - Kopie.png,0.08038676530122757
opencv_frame_107 - Kopie.png,0.08038676530122757
opencv_frame_107.png,0.08038676530122757
opencv_frame_108 - Kopie (2).png,0.06539619714021683
opencv_frame_108 - Kopie - Kopie.png,0.06539619714021683
opencv_frame_108 - Kopie.png,0.06539619714021683
opencv_frame_108.png,0.06539619714021683
opencv_frame_109 - Kopie.png,0.06604471057653427
opencv_frame_109.png,0.06604471057653427
opencv_frame_11 - Kopie.png,0.08736062049865723
opencv_frame_11.png,0.08736062049865723
opencv_frame_110.png,0.03571740910410881
opencv_frame_111.png,0.03786733001470566
opencv_frame_112.png,0.03894509747624397
opencv_frame_113.png,0.035218220204114914
opencv_frame_114 - Kopie.png,0.07024737447500229
opencv_frame_114.png,0.07024737447500229
opencv_frame_115 - Kopie.png,0.0674586072564125
opencv_frame_115.png,0.0674586072564125
opencv_frame_116 - Kopie.png,0.07265427708625793
opencv_frame_116.png,0.07265427708625793
opencv_frame_117.png,0.0709305927157402
opencv_frame_118.png,0.047445762902498245
opencv_frame_119.png,0.044632766395807266
opencv_frame_12 - Kopie.png,0.07845119386911392
opencv_frame_12.png,0.07845119386911392
opencv_frame_120.png,0.04239554703235626
opencv_frame_121.png,0.042905960232019424
opencv_frame_122.png,0.04163713380694389
opencv_frame_123.png,0.040744733065366745
opencv_frame_13 - Kopie.png,0.05816737934947014
opencv_frame_13.png,0.05816737934947014
opencv_frame_14 - Kopie.png,0.06473832577466965
opencv_frame_14.png,0.06473832577466965
opencv_frame_15 - Kopie.png,0.043410275131464005
opencv_frame_15.png,0.043410275131464005
opencv_frame_16 - Kopie - Kopie.png,0.0786130353808403
