ImageName,Loss
opencv_frame_0 - Kopie.png,0.050788041204214096
opencv_frame_0.png,0.050788041204214096
opencv_frame_1 - Kopie.png,0.050788041204214096
opencv_frame_1.png,0.04913221672177315
opencv_frame_10 - Kopie.png,0.04913221672177315
opencv_frame_10.png,0.04913221672177315
opencv_frame_100 - Kopie (2).png,0.05940519645810127
opencv_frame_100 - Kopie - Kopie.png,0.05940519645810127
opencv_frame_100 - Kopie.png,0.05940519645810127
opencv_frame_100.png,0.10155317187309265
opencv_frame_101.png,0.10155317187309265
opencv_frame_102.png,0.10155317187309265
opencv_frame_103.png,0.06204438582062721
opencv_frame_104 - Kopie (2).png,0.06204438582062721
opencv_frame_104 - Kopie - Kopie.png,0.06204438582062721
opencv_frame_104 - Kopie.png,0.06799627095460892
opencv_frame_104.png,0.06799627095460892
opencv_frame_105 - Kopie (2).png,0.06799627095460892
opencv_frame_105 - Kopie - Kopie.png,0.06851665675640106
opencv_frame_105 - Kopie.png,0.06851665675640106
opencv_frame_105.png,0.06851665675640106
opencv_frame_106 - Kopie (2).png,0.05090349540114403
opencv_frame_106 - Kopie - Kopie.png,0.05090349540114403
opencv_frame_106 - Kopie.png,0.05090349540114403
opencv_frame_106.png,0.05662180110812187
opencv_frame_107 - Kopie (2).png,0.05662180110812187
opencv_frame_107 - Kopie - Kopie.png,0.05662180110812187
opencv_frame_107 - Kopie.png,0.05220353975892067
opencv_frame_107.png,0.05220353975892067
opencv_frame_108 - Kopie (2).png,0.05220353975892067
opencv_frame_108 - Kopie - Kopie.png,0.04508854076266289
opencv_frame_108 - Kopie.png,0.04508854076266289
opencv_frame_108.png,0.04508854076266289
opencv_frame_109 - Kopie.png,0.06232764199376106
opencv_frame_109.png,0.06232764199376106
opencv_frame_11 - Kopie.png,0.06232764199376106
opencv_frame_11.png,0.03343816474080086
opencv_frame_110.png,0.03343816474080086
opencv_frame_111.png,0.03343816474080086
opencv_frame_112.png,0.05310578644275665
opencv_frame_113.png,0.05310578644275665
opencv_frame_114 - Kopie.png,0.05310578644275665
opencv_frame_114.png,0.03802207112312317
opencv_frame_115 - Kopie.png,0.03802207112312317
opencv_frame_115.png,0.03802207112312317
